Id,IsDeleted,Name,ParentId,Type,RecordTypeId,Status,StartDate,EndDate,ExpectedRevenue,BudgetedCost,ActualCost,ExpectedResponse,NumberSent,IsActive,CampaignImageId,NumberOfLeads,NumberOfConvertedLeads,NumberOfContacts,NumberOfResponses,NumberOfOpportunities,NumberOfWonOpportunities,AmountAllOpportunities,AmountWonOpportunities,HierarchyNumberOfLeads,HierarchyNumberOfConvertedLeads,HierarchyNumberOfContacts,HierarchyNumberOfResponses,HierarchyNumberOfOpportunities,HierarchyNumberOfWonOpportunities,HierarchyAmountAllOpportunities,HierarchyAmountWonOpportunities,HierarchyNumberSent,HierarchyExpectedRevenue,HierarchyBudgetedCost,HierarchyActualCost,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,CampaignMemberRecordTypeId,GW_Volunteers__Number_of_Volunteers__c,GW_Volunteers__Volunteer_Completed_Hours__c,GW_Volunteers__Volunteer_Jobs__c,GW_Volunteers__Volunteer_Shifts__c,GW_Volunteers__Volunteers_Still_Needed__c,GW_Volunteers__Volunteer_Website_Time_Zone__c,Workshop_Staff_Members__c,Workshop_Type__c,Workshop_Sponsor__c,Program_Location__c,stayclassy__Classy_Campaign_Type__c,stayclassy__Commitment__c,stayclassy__Event_Image_URL__c,stayclassy__Fundraiser_Alias__c,stayclassy__address1__c,stayclassy__address2__c,stayclassy__city__c,stayclassy__country__c,stayclassy__sc_event_id__c,stayclassy__sf_contact_id__c,stayclassy__sf_designation_id__c,stayclassy__state__c,stayclassy__venue_name__c,stayclassy__zip__c,EventbriteSync__EventbriteId__c,Event_Capacity__c,stayclassy__Classy_API_Request__c,stayclassy__Classy_Designation_Id__c,stayclassy__Classy_External_ID__c,stayclassy__Classy_Fundraising_Team__c,stayclassy__Classy_Member_ID__c,stayclassy__Classy_Organization_ID__c,stayclassy__Classy_Parent_Campaign_ID__c,stayclassy__Classy_Parent_Campaign__c,stayclassy__Classy_Team_ID__c,stayclassy__Currency_Code__c,stayclassy__End_Date__c,stayclassy__Normalized_Goal_Amount__c,stayclassy__Start_Date__c,stayclassy__Team_Role__c,stayclassy__Team__c,stayclassy__Timezone_Identifier__c,stayclassy__Allocated_Fund__c,stayclassy__Deferred_Transaction_Amount__c,stayclassy__Raw_Currency_Code__c,stayclassy__Raw_Goal_Amount__c,Date_Email_Sent__c,Number_Quality_Survey_Ratings__c,Quality_Survey_Rating_Total__c,Workshop_Length_In_Days__c,Number_of_Registrants__c,EO_Email_Campaign__c,Recommendation_Rating_Total__c,Number_Recommendation_Ratings__c,Account_Name__c,stayclassy__Classy_Mode_Checked_By_Default__c,stayclassy__Classy_Mode_Enabled__c,stayclassy__Effective_Fixed_FOT_Percent__c,stayclassy__Fixed_FOT_Percent__c
7010z000001D9xMAAS,0,Career Transition Workshop Ft. Richardson Nov-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,11/5/2014 0:00,11/5/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Jessie Sanchez;Matthew Korth;Noah Thomas,Career Transition Workshop,USO,"Ft. Richardson, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xNAAS,0,Career Transition Workshop San Diego Nov-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,11/4/2014 0:00,11/4/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Eric Wooten;Matthew Ferrara;Ryan DeLodder,Career Transition Workshop,USO,"San Diego, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xOAAS,0,Career Transition Workshop Ft. Bliss Nov-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,11/4/2014 0:00,11/4/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Aaron Herrera;Gregory Bradshaw;Kwami Koto,Career Transition Workshop,USO,"Ft. Bliss, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xPAAS,0,Career Transition Workshop Ft. Gordon Nov-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,11/4/2014 0:00,11/4/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Jason Dodge;Marcus Shumpert;Stephanie Herron-Cuthbert,Career Transition Workshop,USO,"Ft. Gordon, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xQAAS,0,Career Transition Workshop Ft. Bragg Oct-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,10/28/2014 0:00,10/28/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Chandler Barr;Don Bagnasco;Johnathan Severs;Kristen Ross,Career Transition Workshop,USO,"Ft. Bragg, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xRAAS,0,Career Transition Workshop Ft. Hood Oct-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,10/21/2014 0:00,10/21/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Aaron Herrera;Don Bagnasco;Gregory Bradshaw;Laura Talbot,Career Transition Workshop,USO,"Ft. Hood, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xSAAS,0,Career Transition Workshop Camp Pendleton Oct-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,10/21/2014 0:00,10/21/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,36,0,0,0,0,0,0,0,36,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Eric Wooten;Kimberly Merkel;Matthew Ferrara;Ryan DeLodder,Career Transition Workshop,USO,"Camp Pendleton, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xTAAS,0,Career Transition Workshop Ft. Stewart Oct-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,10/14/2014 0:00,10/14/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Dynesha Montgomery;Matthew Grob;Stephanie Herron-Cuthbert,Career Transition Workshop,USO,"Ft. Stewart, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xUAAS,0,Career Transition Workshop Ft. Belvoir Oct-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,10/9/2014 0:00,10/9/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Chandler Barr;Don Bagnasco;Laura Talbot,Career Transition Workshop,USO,"Ft. Belvoir, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xVAAS,0,Career Transition Workshop Norfolk / Hampton Roads / VA Beach Oct-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,10/7/2014 0:00,10/7/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Johnathan Severs;Marcus Shumpert;Matthew Grob,Career Transition Workshop,USO,"Norfolk / Hampton Roads / VA Beach, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xWAAS,0,Career Transition Workshop Ft. Benning Sep-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,9/30/2014 0:00,9/30/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Don Bagnasco;Dynesha Montgomery;Jason Dodge,Career Transition Workshop,USO,"Ft. Benning, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xXAAS,0,Career Transition Workshop Joint Base Lewis McChord Sep-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,9/30/2014 0:00,9/30/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Jessie Sanchez;Matthew Korth;Noah Thomas,Career Transition Workshop,USO,"Joint Base Lewis McChord, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xYAAS,0,Career Transition Workshop Ft. Knox Sep-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,9/30/2014 0:00,9/30/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Aaron Herrera;Elizabeth Reyes;Nathan Henderson,Career Transition Workshop,USO,"Ft. Knox, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xZAAS,0,Career Transition Workshop Colorado Springs Sep-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,9/23/2014 0:00,9/23/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Elizabeth Reyes;Nathan Henderson;Spencer Milo,Career Transition Workshop,USO,"Colorado Springs, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xaAAC,0,Career Transition Workshop Ramstein Sep-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,9/18/2014 0:00,9/18/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,43,0,0,0,0,0,0,0,43,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Don Bagnasco;Jason Dodge;Jessie Sanchez;Ted Schwinn,Career Transition Workshop,USO,"Ramstein, GER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xbAAC,0,Career Transition Workshop Schofield Barracks Sep-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,9/18/2014 0:00,9/18/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Matthew Korth;Noah Thomas;Spencer Milo,Career Transition Workshop,USO,"Schofield Barracks, HI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xcAAC,0,Career Transition Workshop Kaneohe Bay Sep-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,9/16/2014 0:00,9/16/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Matthew Korth;Noah Thomas;Spencer Milo,Career Transition Workshop,USO,"Kaneohe Bay, HI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xdAAC,0,Career Transition Workshop Ft. Eustis Sep-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,9/16/2014 0:00,9/16/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Chandler Barr;Johnathan Severs;Marcus Shumpert,Career Transition Workshop,USO,"Ft. Eustis, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xeAAC,0,Career Transition Workshop Vicenza Sep-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,9/10/2014 0:00,9/10/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Don Bagnasco;Jason Dodge;Jessie Sanchez;Ted Schwinn,Career Transition Workshop,USO,"Vicenza, ITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xfAAC,0,Career Transition Workshop Ft. Leonardwood Sep-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,9/9/2014 0:00,9/9/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Elizabeth Reyes;Gregory Bradshaw;Nathan Henderson,Career Transition Workshop,USO,"Ft. Leonardwood, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xgAAC,0,Career Transition Workshop Ft. Richardson Sep-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,9/9/2014 0:00,9/9/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Mallory Needleman;Matthew Ferrara;Ryan DeLodder,Career Transition Workshop,USO,"Ft. Richardson, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xhAAC,0,Career Transition Workshop Ft. Campbell Sep-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,9/3/2014 0:00,9/3/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Dynesha Montgomery;Jason Dodge;Matthew Grob;Stephanie Herron-Cuthbert,Career Transition Workshop,USO,"Ft. Campbell, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xiAAC,0,Career Transition Workshop Norfolk / Hampton Roads / VA Beach Sep-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,9/3/2014 0:00,9/3/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Chandler Barr;Johnathan Severs;Marcus Shumpert;Yesenia Craft,Career Transition Workshop,USO,"Norfolk / Hampton Roads / VA Beach, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xjAAC,0,Career Transition Workshop Camp Lejeune Aug-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,8/28/2014 0:00,8/28/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Chandler Barr;Johnathan Severs,Career Transition Workshop,USO,"Camp Lejeune, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xkAAC,0,Career Transition Workshop Ft. Belvoir Aug-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,8/26/2014 0:00,8/26/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Jason Dodge;Jason Dozier;Shana Mays,Career Transition Workshop,USO,"Ft. Belvoir, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xlAAC,0,Career Transition Workshop San Diego Aug-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,8/19/2014 0:00,8/19/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Anthony DelSignore;Mallory Needleman;Matthew Ferrara;Ryan DeLodder,Career Transition Workshop,USO,"San Diego, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xmAAC,0,Career Transition Workshop Ft. Bliss Aug-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,8/12/2014 0:00,8/12/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Aaron Herrera;Gregory Bradshaw;Laura Talbot;Ted Schwinn,Career Transition Workshop,USO,"Ft. Bliss, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xnAAC,0,Career Transition Workshop Ft. Bragg Aug-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,8/6/2014 0:00,8/6/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Chandler Barr;Johnathan Severs,Career Transition Workshop,HHUSA,"Ft. Bragg, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xoAAC,0,Career Transition Workshop Ft. Gordon Aug-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,8/5/2014 0:00,8/5/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Don Bagnasco;Dynesha Montgomery;Matthew Grob;Stephanie Herron-Cuthbert,Career Transition Workshop,USO,"Ft. Gordon, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xpAAC,0,Career Transition Workshop Ft. Eustis Jul-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,7/29/2014 0:00,7/29/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Chandler Barr;Don Bagnasco;Johnathan Severs,Career Transition Workshop,USO,"Ft. Eustis, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xqAAC,0,Career Transition Workshop Camp Pendleton Jul-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,7/29/2014 0:00,7/29/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Anthony DelSignore;Kelsey Anderson;Ted Schwinn,Career Transition Workshop,USO,"Camp Pendleton, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xrAAC,0,Career Transition Workshop Balboa Jul-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,7/29/2014 0:00,7/29/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Jessie Sanchez;Mallory Needleman;Ryan DeLodder,Career Transition Workshop,USO,"Balboa, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xsAAC,0,Career Transition Workshop Colorado Springs Jul-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,7/22/2014 0:00,7/22/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Elizabeth Reyes;Nathan Henderson;Spencer Milo,Career Transition Workshop,USO,"Colorado Springs, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xtAAC,0,Career Transition Workshop Ft. Hood Jul-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,7/15/2014 0:00,7/15/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Aaron Herrera;Gregory Bradshaw;Laura Talbot,Career Transition Workshop,USO,"Ft. Hood, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xuAAC,0,Career Transition Workshop San Diego Jul-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,7/15/2014 0:00,7/15/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Anthony DelSignore;Kelsey Anderson;Mallory Needleman,Career Transition Workshop,USO,"San Diego, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
7010z000001D9xvAAC,0,Career Transition Workshop Ft. Bragg Jul-2014,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,7/9/2014 0:00,7/9/2014 0:00,,,,0,0,0,000000000000000AAA,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,,,,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:04,00538000004gsNsAAI,12/11/2018 19:18,,,0,0,0,0,0,,Chandler Barr;Johnathan Severs;Spencer Milo,Career Transition Workshop,USO,"Ft. Bragg, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,0,0,,0,0,,
